dealer_id,city,make,dealer_name,dealer_address,details_url,img_url,local_img_url,title,type,price,miles,engine_details,transmission,mileage,vin,stock,star,created_at
24013100,weatherford-tx,acura,Honda of Weatherford,"Weatherford, TX

    
(10.66 miles)",https://driverbase.com/vehicle/20551864/2016-acura-tlx-in-weatherford-tx/19UUB2F55GA001452,https://content.homenetiol.com/2002457/2170371/640x480/stock_images/5/2016ACC180001_640/2016ACC180001_640_01.jpg,weatherford_tx_acura/2016_ACURA_TLX_V6_Tech19UUB2F55GA001452HG2221.jpg,2016 ACURA TLX V6 Tech,Preowned,17986,"104,280", 3.5 L 6 Cylinders, Automatic  FWD," MPG: City 21, Highway: 34",19UUB2F55GA001452,HG2221,5,2024-01-31 17:04:11.657523
24013100,weatherford-tx,acura,Honda of Weatherford,"Weatherford, TX

    
(10.66 miles)",https://driverbase.com/vehicle/21805132/2019-acura-rdx-in-weatherford-tx/5J8TC2H34KL034833,https://content.homenetiol.com/2002457/2170371/640x480/3cb0d96288af4a14b90927fcf9e4084d.jpg,weatherford_tx_acura/2019_ACURA_RDX_5J8TC2H34KL034833HP2288A.jpg,2019 ACURA RDX ,Preowned,29990,"37,141", 2.0 lL 4 Cylinders, automatic  awd," MPG: City 21, Highway: 27",5J8TC2H34KL034833,HP2288A,5,2024-01-31 17:04:23.273880
24013101,weatherford-tx,acura,Karl Klement Ford,"Decatur, TX

    
(25.86 miles)",https://driverbase.com/vehicle/20417357/2022-acura-rdx-in-decatur-tx/5J8TC2H70NL014277,https://cdn.getauto.com/photos/1/153841/1c/5J8TC2H70NL014277-1c.jpg,weatherford_tx_acura/2022_ACURA_RDX_w_Advance_Package5J8TC2H70NL014277L014277U.jpg,2022 ACURA RDX w/Advance Package,Preowned,39995,"19,046", 2.0L 4 Cylinders, Automatic  AWD," MPG: City 21, Highway: 27",5J8TC2H70NL014277,L014277U,5,2024-01-31 17:04:38.482968
24013101,weatherford-tx,acura,James Wood Chevrolet Buick GMC,"Decatur, TX

    
(26.14 miles)",https://driverbase.com/vehicle/17988748/2019-acura-mdx-in-decatur-tx/5J8YD4H85KL010745,https://cdn.getauto.com/photos/2/4012/1c/5J8YD4H85KL010745-1c.jpg,weatherford_tx_acura/2019_ACURA_MDX_SH-AWD_w_Advance5J8YD4H85KL010745131128A1.jpg,2019 ACURA MDX SH-AWD w/Advance,Preowned,30977,"62,404", 3.5L 6 Cylinders, 9-Speed Shiftable Automatic  AWD," MPG: City 19, Highway: 26",5J8YD4H85KL010745,131128A1,5,2024-01-31 17:04:50.243161
24013101,weatherford-tx,acura,Freeman Toyota,"Hurst, TX

    
(29.27 miles)",https://driverbase.com/vehicle/22044742/2020-acura-ilx-in-hurst-tx/19UDE2F79LA005278,https://content.homenetiol.com/2002457/2170371/640x480/9307056c75c1468ba01e5d556be48855.jpg,weatherford_tx_acura/2020_ACURA_ILX_w_Premium_Pkg19UDE2F79LA005278LA005278.jpg,2020 ACURA ILX w/Premium Pkg,Preowned,21288,"67,742", 2.4 lL 4 Cylinders, automatic  fwd," MPG: City 24, Highway: 34",19UDE2F79LA005278,LA005278,5,2024-01-31 17:05:01.820882
24013101,weatherford-tx,acura,Classic Chevrolet,"Grapevine, TX

    
(36.24 miles)",https://driverbase.com/vehicle/22301520/2018-acura-rdx-in-grapevine-tx/5J8TB3H37JL011439,https://cdn.getauto.com/photos/0/17300/1c/5J8TB3H37JL011439-1c.jpg,weatherford_tx_acura/2018_ACURA_RDX_Base5J8TB3H37JL011439JL011439.jpg,2018 ACURA RDX Base,Preowned,20000,"67,280", 3.5L 6 Cylinders, 6-Speed Shiftable Automatic  FWD," MPG: City 20, Highway: 28",5J8TB3H37JL011439,JL011439,5,2024-01-31 17:05:14.135632
24013100,weatherford-tx,acura,Classic Chevrolet,"Grapevine, TX

    
(36.24 miles)",https://driverbase.com/vehicle/21871513/2017-acura-rlx-in-grapevine-tx/JH4KC1F58HC000877,https://cdn.getauto.com/photos/0/17300/1c/JH4KC1F58HC000877-1c.jpg,weatherford_tx_acura/2017_ACURA_RLX_w_TechJH4KC1F58HC000877HC000877.jpg,2017 ACURA RLX w/Tech,Preowned,27000,"30,583", 3.5L 6 Cylinders, 6-Speed Shiftable Automatic  FWD," MPG: City 20, Highway: 30",JH4KC1F58HC000877,HC000877,5,2024-01-31 17:05:27.141619
24013100,weatherford-tx,acura,Classic Chevrolet,"Grapevine, TX

    
(36.24 miles)",https://driverbase.com/vehicle/22162682/2020-acura-rdx-in-grapevine-tx/5J8TC1H39LL022009,https://cdn.getauto.com/photos/0/17300/1c/5J8TC1H39LL022009-1c.jpg,weatherford_tx_acura/2020_ACURA_RDX_Base5J8TC1H39LL022009LL022009.jpg,2020 ACURA RDX Base,Preowned,29000,"24,210", 2.0L 4 Cylinders, 10-Speed Shiftable Automatic  FWD," MPG: City 22, Highway: 28",5J8TC1H39LL022009,LL022009,5,2024-01-31 17:05:40.092897
24013101,weatherford-tx,acura,James Wood Buick GMC Denton,"Denton, TX

    
(42.21 miles)",https://driverbase.com/vehicle/21684563/2020-acura-rdx-in-denton-tx/5J8TC1H60LL003357,https://content.homenetiol.com/2002457/2170371/640x480/fb909dddf8f44d37a7d9bc3771fd4360.jpg,weatherford_tx_acura/2020_ACURA_RDX_w_A-Spec_Pkg5J8TC1H60LL003357232933A1.jpg,2020 ACURA RDX w/A-Spec Pkg,Preowned,30977,"33,374", 2.0 L 4 Cylinders, Automatic  FWD," MPG: City 22, Highway: 27",5J8TC1H60LL003357,232933A1,5,2024-01-31 17:05:51.926432
24013100,weatherford-tx,acura,James Wood Buick GMC Denton,"Denton, TX

    
(42.21 miles)",https://driverbase.com/vehicle/21982451/2022-acura-mdx-type-s-in-denton-tx/5J8YD8H87NL005218,https://content.homenetiol.com/2002457/2170371/640x480/b1ccd645d46142728ef8dbc0988ed775.jpg,weatherford_tx_acura/2022_ACURA_MDX_Type_S_Type_S_w_Advance_Package5J8YD8H87NL005218241248A1.jpg,2022 ACURA MDX Type S Type S w/Advance Package,Preowned,55977,"30,473", 3.0 L 6 Cylinders, Automatic  AWD," MPG: City 17, Highway: 21",5J8YD8H87NL005218,241248A1,5,2024-01-31 17:06:05.646915
