2024010001,"Leif Johnson Ford, Austin, TX

    
(4.09 miles)",https://driverbase.com/vehicle/14395719/2022-ford-f-150-in-austin-tx/1FTVW1EL1NWG02083,https://content.homenetiol.com/2002457/2170371/640x480/eda705b5667948868d6fecead077e34e.jpg,2022 FORD F-150 Pro,New,"92,000",850, 0.0L 0 Cylinders, Automatic  A," MPG: City , Highway: ",5
2024010001,"Leif Johnson Ford, Austin, TX

    
(4.09 miles)",https://driverbase.com/vehicle/20424972/2024-ford-edge-in-austin-tx/2FMPK4J94RBA34141,https://content.homenetiol.com/2002457/2170371/640x480/6b942dace2af47459d2c9da26902e568.jpg,2024 FORD Edge SEL,New,"40,039","2,991", 2.0 L 4 Cylinders, Automatic  A," MPG: City 21, Highway: 28",5
2024010001,"Leif Johnson Ford, Austin, TX

    
(4.09 miles)",https://driverbase.com/vehicle/17535320/2023-ford-expedition-in-austin-tx/1FMJU1L82PEA26530,https://content.homenetiol.com/2002457/2170371/640x480/9859775315f84eac87385ad95b06ac1d.jpg,2023 FORD Expedition Platinum,New,"76,500",13, 3.5 L 6 Cylinders, Automatic  R," MPG: City 17, Highway: 23",5
2024010001,"Leif Johnson Ford, Austin, TX

    
(4.09 miles)",https://driverbase.com/vehicle/20719342/2024-ford-edge-in-austin-tx/2FMPK4AP6RBA10325,https://content.homenetiol.com/2002457/2170371/640x480/65c97e31518347a0805c0cc77f1a84f2.jpg,2024 FORD Edge ST,New,"55,403",0, 2.7 L 6 Cylinders, Automatic  A," MPG: City 19, Highway: 25",5
2024010001,"Leif Johnson Ford, Austin, TX

    
(4.09 miles)",https://driverbase.com/vehicle/21616353/2023-ford-explorer-in-austin-tx/1FM5K8GC0PGB29545,https://content.homenetiol.com/2002457/2170371/640x480/ddee5b3856da475caa2b936509d831df.jpg,2023 FORD Explorer ST,New,"58,879",0, 3.0 L 6 Cylinders, Automatic  4," MPG: City 18, Highway: 24",5
2024010001,"Leif Johnson Ford, Austin, TX

    
(4.09 miles)",https://driverbase.com/vehicle/19647890/2023-ford-mustang-mach-e-in-austin-tx/3FMTK3SU4PMA67020,https://content.homenetiol.com/2002457/2170371/640x480/efa25e0d4ad7415bb222490c3da18391.jpg,2023 FORD Mustang Mach-E Premium,New,"57,561",0, 0.0L 0 Cylinders, Automatic  A," MPG: City , Highway: ",5
2024010001,"Leif Johnson Ford, Austin, TX

    
(4.09 miles)",https://driverbase.com/vehicle/21711477/2024-ford-mustang-in-austin-tx/1FA6P8TH9R5117944,https://content.homenetiol.com/2002457/2170371/640x480/ae2e8898aa7a4f42ae1c0de688709762.jpg,2024 FORD Mustang EcoBoost Premium,New,"43,800",0, 2.3 L 4 Cylinders, Automatic  R," MPG: City 21, Highway: 32",5
2024010001,"Leif Johnson Ford, Austin, TX

    
(4.09 miles)",https://driverbase.com/vehicle/21544386/2023-ford-explorer-in-austin-tx/1FMSK7DH8PGA76588,https://content.homenetiol.com/2002457/2170371/640x480/bd10ff0ef45f4c169a406a92fd07c1ca.jpg,2023 FORD Explorer XLT,,"49,015",5, 2.3 L 4 Cylinders, Automatic  RWD," MPG: City 21, Highway: 28",5
2024010001,"Leif Johnson Ford, Austin, TX

    
(4.09 miles)",https://driverbase.com/vehicle/22092879/2023-ford-f-150-in-austin-tx/1FTEW1CP6PKG19106,https://content.homenetiol.com/2002457/2170371/640x480/cbec470a3f9a490bac92b7038a35282c.jpg,2023 FORD F-150 XL,New,"47,750",0, 2.7 L 6 Cylinders, Automatic  R," MPG: City 19, Highway: 24",5
2024010001,"Leif Johnson Ford, Austin, TX

    
(4.09 miles)",https://driverbase.com/vehicle/20850137/2023-ford-mustang-mach-e-in-austin-tx/3FMTK1R42PMA93075,https://content.homenetiol.com/2002457/2170371/640x480/fc9a71d2a2f94560b1395859d216c002.jpg,2023 FORD Mustang Mach-E Select,New,"44,399",0, 0.0L 0 Cylinders, Automatic  R," MPG: City , Highway: ",5
2024010001,"Leif Johnson Ford, Austin, TX

    
(4.09 miles)",https://driverbase.com/vehicle/20110901/2023-ford-mustang-mach-e-in-austin-tx/3FMTK1R43PMA77127,https://content.homenetiol.com/2002457/2170371/640x480/4a9098c2fe114d84b8d28023caa4b8b4.jpg,2023 FORD Mustang Mach-E Select,New,"43,272",5, 0.0L 0 Cylinders, Automatic  R," MPG: City , Highway: ",5
2024010001,"Leif Johnson Ford, Austin, TX

    
(4.09 miles)",https://driverbase.com/vehicle/19792220/2024-ford-edge-in-austin-tx/2FMPK4AP4RBA07861,https://content.homenetiol.com/2002457/2170371/640x480/1ad0ba01f02640ba82713722896abeb8.jpg,2024 FORD Edge ST,New,"51,191",0, 2.7 L 6 Cylinders, Automatic  A," MPG: City 19, Highway: 25",5
2024010001,"Leif Johnson Ford, Austin, TX

    
(4.09 miles)",https://driverbase.com/vehicle/21561243/2023-ford-f-150-in-austin-tx/1FTFW1E55PKF95798,https://content.homenetiol.com/2002457/2170371/640x480/a6fb36d6570e4eaaa1f6afd6447543ed.jpg,2023 FORD F-150 XL,,"54,790",11, 5.0 L 8 Cylinders, Automatic  4WD," MPG: City 19, Highway: 22",5
2024010001,"Leif Johnson Ford, Austin, TX

    
(4.09 miles)",https://driverbase.com/vehicle/18038347/2023-ford-f-150-in-austin-tx/1FTFW1ED9PFB50335,https://content.homenetiol.com/2002457/2170371/640x480/496f933e8e9649e6805dca3336996667.jpg,2023 FORD F-150 King Ranch,New,"71,344",0, 3.5 L 6 Cylinders, Automatic  4," MPG: City 23, Highway: 23",5
